OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CT,USGS Connecticut Water Science Center,USGS-01124151,"QUINEBAUG RIVER AT WEST THOMPSON, CT",Stream,,01100001,172,sq mi,,,41.94356667000000,-71.8995972000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,288.53,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125100,"FRENCH RIVER AT NORTH GROSVENORDALE, CT",Stream,,01100001,101,sq mi,,,41.97846389000000,-71.9005138900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,330.99,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125150,"FRENCH R AT MECHANICSVILLE, CT",Stream,,01100001,107.00,sq mi,,,41.94759770000000,-71.8892387000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125200,"QUINEBAUG R AT PUTNAM, CT",Stream,,01100001,289.00,sq mi,,,41.91870890000000,-71.9100724800000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125475,"TRIBUTARY TO PEAKE BROOK AT S. WOODSTOCK, CT.",Stream,,01100001,,,,,41.93009757000000,-71.9542400000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125476,"TRIBUTARY TO PEAKE BROOK AT HARRISVILLE, CT.",Stream,,01100001,,,,,41.93065310000000,-71.9509066000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125499,LITTLE R AT PUTNAM CT,Stream,,01100001,39.20,sq mi,,,41.91204227000000,-71.9161837000000,,1,seconds,Interpolated from MAP.,NAD83,230,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125500,"QUINEBAUG RIVER AT PUTNAM, CT",Stream,,01100001,328,sq mi,,,41.90947500000000,-71.9138638900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,216.76,feet,.01,feet,Unknown.,NGVD29,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125520,QUINEBAUG RIVER AT COTTON BRIDGE ROAD NR POMFRET,Stream,,01100001,342,sq mi,,,41.85843146000000,-71.9239617000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01125720,"QUINEBAUG R AT POMFRET LANDING, CT",Stream,,01100001,376.00,sq mi,,,41.84926486000000,-71.9209061000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,015,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT",Stream,,01100001,713,sq mi,,,41.59749167000000,-71.9840944000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,62.14,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,011,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01127500,"YANTIC RIVER AT YANTIC, CT",Stream,,01100003,89.3,sq mi,,,41.55870940000000,-72.1214666000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,93.53,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,011,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-011277905,"LATIMER BROOK NR I-95N EXIT 75 NR FLANDERS, CT",Stream,,01100003,17.6,sq mi,,,41.36861110000000,-72.2022222000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,15,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,011,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-011277914,"Oil Mill Brook at Gurley Rd nr East Lyme, CT",Stream,,01100003,5.67,sq mi,,,41.37333330000000,-72.1913888900000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,10,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,011,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-011277916,"Stony Brook at Rt 1 near Flanders, CT",Stream,,01100003,1.86,sq mi,,,41.35944444000000,-72.1752777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,5,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,011,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",Stream,,01080205,9660,sq mi,9660,sq mi,41.98731860000000,-72.6053669000000,24000,1,seconds,Interpolated from MAP.,NAD83,27.75,feet,0.2,feet,Level or other surveyed method.,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01184100,"STONY BROOK NEAR WEST SUFFIELD, CT",Stream,,01080205,10.4,sq mi,,,41.96083889000000,-72.7104861000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,148.24,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01184490,"BROAD BROOK AT BROAD BROOK, CT",Stream,,01080205,15.5,sq mi,,,41.91389720000000,-72.5497000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,45.48,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01186800,"STILL R AT RIVERTON, CT",Stream,,01080207,86.20,sq mi,,,41.95953960000000,-73.0195505000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01187800,"NEPAUG R NR NEPAUG, CT.",Stream,,01080207,23.5,sq mi,,,41.82065290000000,-72.9701041000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,505.54,feet,.01,feet,Unknown.,NGVD29,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01187830,Phelps Brook at Mill Dam Road near Collinsville,Stream,,01080207,2.70,sq mi,,,41.79981990000000,-72.9651039000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01187850,"CLEAR BK NR COLLINSVILLE, CT.",Stream,,01080207,0.59,sq mi,,,41.79565344000000,-72.9512144900000,,1,seconds,Interpolated from MAP.,NAD83,491.21,feet,.10,feet,Level or other surveyed method.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01188000,"BUNNELL BROOK NEAR BURLINGTON, CT",Stream,,01080207,4.10,sq mi,,,41.78620900000000,-72.9648261000000,24000,1,seconds,Interpolated from MAP.,NAD83,714.00,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01188085,"FARMINGTON R AT STATE HIGHWAY 4,AT UNIONVILLE,CT",Stream,,01080207,377.00,sq mi,,,41.76454330000000,-72.8959347000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01188090,"FARMINGTON RIVER AT UNIONVILLE, CT",Stream,,01080207,378,sq mi,,,41.75554720000000,-72.8870417000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,117.27,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01189000,"PEQUABUCK R AT FORESTVILLE, CT.",Stream,,01080207,45.8,sq mi,,,41.67315400000000,-72.9006573800000,24000,1,seconds,Interpolated from MAP.,NAD83,196.83,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01189030,"PEQUABUCK R AT FARMINGTON, CT",Stream,,01080207,57.2,sq mi,,,41.71676600000000,-72.8398216000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01189120,"FARMINGTON R AT AVON, CT",Stream,,01080207,465.00,sq mi,,,41.80676550000000,-72.8225982800000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01189995,"FARMINGTON RIVER AT TARIFFVILLE, CT",Stream,,01080207,577,sq mi,,,41.90828330000000,-72.7593527800000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,129.63,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01190000,"FARMINGTON R AT RAINBOW, CT.",Stream,,01080207,590.00,sq mi,,,41.91148640000000,-72.6873145700000,,1,seconds,Interpolated from MAP.,NAD83,35.36,feet,.01,feet,Level or other surveyed method.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01190045,"PODUNK R AT SOUTH WINDSOR, CT",Stream,,01080205,3.74,sq mi,,,41.83537620000000,-72.5614770000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01191510,"PARK R AT HARTFORD, CT",Stream,,01080205,73.00,sq mi,,,41.76398889000000,-72.6864821000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01192050,"HOCKANUM R AT ROCKVILLE, CT.",Stream,,01080205,25.5,sq mi,,,41.86593125000000,-72.4861964000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,013,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01192370,"PORTER BROOK NEAR MANCHESTER, CT",Stream,,01080205,2.20,sq mi,,,41.76537689000000,-72.5028637000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01192500,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",Stream,,01080205,73.4,sq mi,,,41.78315480000000,-72.5873114000000,24000,1,seconds,Interpolated from MAP.,NAD83,53.60,feet,.1,feet,Level or other surveyed method.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01192704,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,Stream,,01080205,48.1,sq mi,,,41.60815450000000,-72.7150953000000,24000,1,seconds,Interpolated from MAP.,NAD83,20,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01192883,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",Stream,,01080205,29.8,sq mi,,,41.52023330000000,-72.7065306000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,134.17,feet,.01,feet,Level or other surveyed method.,NGVD29,US,09,007,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01193050,"CONNECTICUT RIVER AT MIDDLE HADDAM, CT",Stream: Tidal stream,,01080205,10897.00,sq mi,,,41.54176560000000,-72.5531454000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,007,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01193450,SCHROEDER BROOK AT SOUTH RD AT S. MARLBOROUGH,Stream,,01080205,,,,,41.59259900000000,-72.4300853000000,,1,seconds,Interpolated from MAP.,NAD83,230,feet,1,feet,Interpolated from topographic map.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01193465,DICKINSON CREEK NR MARLBOROUGH CT.,Stream,,01080205,,,,,41.66343250000000,-72.4845307000000,,1,seconds,Interpolated from MAP.,NAD83,555,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01193500,"SALMON RIVER NEAR EAST HAMPTON, CT",Stream,,01080205,100,sq mi,,,41.55232124000000,-72.4492528700000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,63.45,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,007,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01195100,"INDIAN RIVER NEAR CLINTON, CT",Stream,,01100004,5.68,sq mi,,,41.30617220000000,-72.5310333000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,33.83,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,007,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01195399,"FARM RIVER AT TOTOKET ROAD AT TOTOKET, CT",Stream,,01100004,12.9,sq mi,,,41.33355830000000,-72.8148861000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,49,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01195490,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",Stream,,01100004,17.4,sq mi,,,41.60347220000000,-72.8832000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,137.57,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,003,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01196222,"QUINNIPIAC R NR MERIDEN, CT",Stream,,01100004,69.6,sq mi,,,41.52926420000000,-72.8634344000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,100,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01196500,"QUINNIPIAC RIVER AT WALLINGFORD, CT",Stream,,01100004,115,sq mi,,,41.45026389000000,-72.8412750000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,18.17,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01198550,"HOUSATONIC R NR CANAAN, CT",Stream,,01100005,586.00,sq mi,,,42.00481505000000,-73.3570628000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01199050,"SALMON CREEK AT LIME ROCK, CT",Stream,,01100005,29.4,sq mi,,,41.94231548000000,-73.3909532000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,619.63,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01200500,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT",Stream,,01100005,996,sq mi,,,41.65314960000000,-73.4898462000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,235.82,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01200600,"HOUSATONIC RIVER NEAR NEW MILFORD, CT",Stream,,01100005,1022,sq mi,,,41.59314990000000,-73.4495669000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,201,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01201030,"LK WARAMAUG BK NR NEW PRESTON,CT (INFLOW SITE 2)",Stream,,01100005,8.59,sq mi,,,41.70065096000000,-73.3467857000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01201485,"STILL R AT BROOKFIELD JUNCTION, CT",Stream,,01100005,60.60,sq mi,,,41.45648375000000,-73.3959536000000,24000,1,seconds,Interpolated from MAP.,NAD83,280,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01201487,"STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",Stream,,01100005,62.3,sq mi,,,41.46582220000000,-73.4032027800000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,256.18,feet,.01,feet,Level or other surveyed method.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01201500,"STILL R NR LANESVILLE, CT.",Stream,,01100005,67.50,sq mi,,,41.52009450000000,-73.4181766000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,213.05,feet,.01,feet,Unknown.,NGVD29,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01203000,"SHEPAUG R NR ROXBURY, CT",Stream,,01100005,132,sq mi,,,41.54981744000000,-73.3298402900000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,280.9,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01204000,"POMPERAUG RIVER AT SOUTHBURY, CT",Stream,,01100005,75.1,sq mi,,,41.48193889000000,-73.2245722000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,165.60,feet,.5,feet,Level or other surveyed method.,NGVD29,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01205500,"HOUSATONIC RIVER AT STEVENSON, CT",Stream,,01100005,1544,sq mi,,,41.38380278000000,-73.1666388900000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,24.98,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01206000,"NAUGATUCK R NR THOMASTON, CT.",Stream,,01100005,71.00,sq mi,,,41.70426410000000,-73.0642746800000,,Unknown,Unknown,Interpolated from MAP.,NAD83,389.44,feet,.01,feet,Unknown.,NGVD29,US,09,005,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208049,"NAUGATUCK RIVER NR WATERVILLE,CT.",Stream,,01100005,136,sq mi,,,41.61537488000000,-73.0578857000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,310,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208500,"NAUGATUCK RIVER AT BEACON FALLS, CT",Stream,,01100005,260,sq mi,,,41.44230000000000,-73.0622833000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,114.26,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,009,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208873,"ROOSTER RIVER AT FAIRFIELD, CT",Stream,,01100006,10.6,sq mi,,,41.17981890000000,-73.2190021900000,24000,1,seconds,Interpolated from MAP.,NAD83,5.44,feet,5,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208925,"MILL RIVER NEAR FAIRFIELD, CT",Stream,,01100006,28.6,sq mi,,,41.16547500000000,-73.2700083000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,15.89,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208950,"SASCO BROOK NEAR SOUTHPORT, CT",Stream,,01100006,7.38,sq mi,,,41.15287436000000,-73.3059495000000,,1,seconds,Interpolated from MAP.,NAD83,52.01,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208960,"SASCO BROOK AT SOUTHPORT, CT",Stream,,01100006,8.54,sq mi,,,41.13843000000000,-73.2973379000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01208990,"SAUGATUCK RIVER NEAR REDDING, CT",Stream,,01100006,21.0,sq mi,,,41.29454000000000,-73.3951202900000,24000,1,seconds,Interpolated from MAP.,NAD83,284.48,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209500,"SAUGATUCK RIVER NEAR WESTPORT, CT",Stream,,01100006,79.8,sq mi,,,41.17073056000000,-73.3648167000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,17.10,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
USGS-CT,USGS Connecticut Water Science Center,USGS-01209700,"NORWALK RIVER AT SOUTH WILTON, CT",Stream,,01100006,30.0,sq mi,,,41.16376667000000,-73.4195444000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,114.59,feet,.01,feet,Level or other surveyed method.,NAVD88,US,09,001,,,,,,,,,,NWIS
