OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MA,USGS Massachusetts Water Science Center,USGS-01097000,"ASSABET RIVER AT MAYNARD, MA",Stream,,01070005,116,sq mi,116,sq mi,42.43203800000000,-71.4497848000000,24000,1,seconds,Interpolated from MAP.,NAD83,146,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01099500,"CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA",Stream,,01070005,400,sq mi,307,sq mi,42.63675810000000,-71.3020047000000,24000,1,seconds,Interpolated from MAP.,NAD83,66.60,feet,.1,feet,Level or other surveyed method.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01100000,"MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA",Stream,,01070006,4635,sq mi,4421,sq mi,42.64592464000000,-71.2983937000000,24000,1,seconds,Interpolated from MAP.,NAD83,4.37,feet,.1,feet,Level or other surveyed method.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01100750,"MERRIMACK RIVER AT WEST NEWBURY, MA",Stream,,01070006,,,,,42.81064590000000,-71.0000561000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,25,009,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01101500,"IPSWICH RIVER AT SOUTH MIDDLETON, MA",Stream,,01090001,44.5,sq mi,44.5,sq mi,42.56953869000000,-71.0269974000000,,1,seconds,Interpolated from MAP.,NAD83,44.16,feet,.1,feet,Level or other surveyed method.,NAVD88,US,25,009,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01102345,"SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA",Stream,,01090001,20.8,sq mi,20.8,sq mi,42.46954040000000,-71.0069954000000,24000,1,seconds,Interpolated from MAP.,NAD83,14.20,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,25,009,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01102500,"ABERJONA RIVER AT WINCHESTER, MA",Stream,,01090001,24.5,sq mi,23.9,sq mi,42.44745680000000,-71.1380816000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,-0.80,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,20110928,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01103500,"CHARLES RIVER AT DOVER, MA",Stream,,01090001,183,sq mi,183,sq mi,42.25620900000000,-71.2600558000000,,1,seconds,Interpolated from MAP.,NAD83,88.98,feet,.1,feet,Level or other surveyed method.,NAVD88,US,25,021,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104370,"STONY BROOK AT VILES STREET, NEAR WESTON, MA",Stream,,01090001,10.2,sq mi,10.2,sq mi,42.38555556000000,-71.2894444000000,,.5,seconds,Interpolated from MAP.,NAD83,129.21,feet,10,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104405,"HOBBS BROOK AT MILL ST NR LINCOLN, MA",Stream,,01090001,2.16,sq mi,2.16,sq mi,42.43648400000000,-71.2695014000000,24000,1,seconds,Interpolated from MAP.,NAD83,175,feet,5,feet,Interpolated from topographic map.,NGVD29,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104410,"CAMBRIDGE RES., UNNAMED TRIB 1, NR LEXINGTON, MA",Stream,,01090001,0.35,sq mi,0.35,sq mi,42.43648406000000,-71.2642235000000,24000,1,seconds,Interpolated from MAP.,NAD83,175,feet,5,feet,Interpolated from topographic map.,NGVD29,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104415,"CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA",Stream,,01090001,0.41,sq mi,0.41,sq mi,42.43592855000000,-71.2600567000000,24000,1,seconds,Interpolated from MAP.,NAD83,174.20,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104420,"CAMBRIDGE RES., UNNAMED TRIB 3, NR LEXINGTON, MA",Stream,,01090001,0.73,sq mi,0.73,sq mi,42.41981770000000,-71.2575565000000,24000,1,seconds,Interpolated from MAP.,NAD83,179.20,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104430,"HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA",Stream,,01090001,6.86,sq mi,6.86,sq mi,42.39815120000000,-71.2733903000000,24000,1,seconds,Interpolated from MAP.,NAD83,149.20,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104433,"HOBBS BROOK, UNNAMED TRIBUTARY 1, NEAR WESTON, MA",Stream,,01090001,0.36,sq mi,,,42.39120689000000,-71.2711679000000,25000,1,seconds,Interpolated from MAP.,NAD83,150,feet,10,feet,Interpolated from topographic map.,NGVD29,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104453,STONY BROOK UNNAMED TRIB 2 NR WESTON STATION,Stream,,01090001,2.23,sq mi,,,42.37138889000000,-71.2752777800000,25000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104455,"STONY BROOK, UNNAMED TRIBUTARY 1, NEAR WALTHAM, MA",Stream,,01090001,0.48,sq mi,,,42.37259606000000,-71.2703344800000,25000,1,seconds,Interpolated from MAP.,NAD83,84.20,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104460,"STONY BROOK AT RT 20 AT WALTHAM, MA",Stream,,01090001,22.0,sq mi,22.0,sq mi,42.36898500000000,-71.2706123000000,24000,1,seconds,Interpolated from MAP.,NAD83,89.20,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104475,"STONY BROOK RES., UNNAMED TRIB 1, NEAR WESTON, MA",Stream,,01090001,0.85,sq mi,,,42.35454080000000,-71.2681121000000,,1,seconds,Interpolated from MAP.,NAD83,99.20,feet,10,feet,Interpolated from topographic map.,NAVD88,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01104615,"CHARLES RIVER ABOVE WATERTOWN DAM AT WATERTOWN, MA",Stream,,01090001,271,sq mi,247,sq mi,42.36481890000000,-71.1897766800000,24000,1,seconds,Interpolated from MAP.,NAD83,08,feet,5,feet,Interpolated from topographic map.,NGVD29,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01105000,"NEPONSET RIVER AT NORWOOD, MA",Stream,,01090001,34.7,sq mi,34.7,sq mi,42.17759870000000,-71.2008863000000,25000,1,seconds,Interpolated from MAP.,NAD83,43.25,feet,.01,feet,Level or other surveyed method.,NAVD88,US,25,021,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01105600,"OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA",Stream,,01090001,4.50,sq mi,4.50,sq mi,42.19037790000000,-70.9447679000000,25000,Unknown,Unknown,Interpolated from MAP.,NAD83,69.21,feet,10,feet,Unknown.,NAVD88,US,25,021,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-0110587896,NAMSKAKET CREEK SITE E,Stream,,01090002,,,,,41.78344246000000,-70.0091842800000,25000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,001,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-0110587897,NAMSKAKET CREEK SITE D,Stream,,01090002,,,,,41.78233137000000,-70.0100176000000,25000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,001,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-0110587898,NAMSKAKET CREEK SITE C,Stream,,01090002,,,,,41.78205360000000,-70.0100175900000,25000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,001,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-0110587899,NAMSKAKET CREEK SITE B,Stream,,01090002,,,,,41.78177580000000,-70.0097398000000,25000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,001,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01108000,"TAUNTON RIVER NEAR BRIDGEWATER, MA",Stream,,01090004,261,sq mi,261,sq mi,41.93399030000000,-70.9564307000000,,1,seconds,Interpolated from MAP.,NAD83,8.79,feet,.1,feet,Level or other surveyed method.,NAVD88,US,25,023,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01108410,"MILL RIVER AT SPRING STREET AT TAUNTON, MA",Stream,,01090004,43.5,sq mi,43.5,sq mi,41.89982320000000,-71.0894897000000,24000,1,seconds,Interpolated from MAP.,NAD83,14.19,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,005,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01109000,"WADING RIVER NEAR NORTON, MA",Stream,,01090004,43.3,sq mi,43.3,sq mi,41.94760015000000,-71.1767155000000,25000,1,seconds,Interpolated from MAP.,NAD83,54.35,feet,.01,feet,Level or other surveyed method.,NAVD88,US,25,005,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01109060,"THREEMILE RIVER AT NORTH DIGHTON, MA",Stream,,01090004,84.3,sq mi,84.3,sq mi,41.86621220000000,-71.1228236900000,25000,1,seconds,Interpolated from MAP.,NAD83,10.57,feet,.01,feet,Unknown.,NAVD88,US,25,005,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01109070,"SEGREGANSET RIVER NEAR DIGHTON, MA",Stream,,01090004,10.6,sq mi,10.6,sq mi,41.84037900000000,-71.1428240000000,25000,1,seconds,Interpolated from MAP.,NAD83,29.18,feet,10,feet,Unknown.,NAVD88,US,25,005,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01111230,"BLACKSTONE RIVER AT MILLVILLE, MA",Stream,,01090003,263,sq mi,,,42.02287570000000,-71.5722859000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,027,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01161200,"CONNECTICUT RIVER AT NORTHFIELD, MA",Stream,,01080201,,,,,42.71230600000000,-72.4534209800000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01163200,"OTTER RIVER AT OTTER RIVER, MA",Stream,,01080202,34.1,sq mi,34.1,sq mi,42.58842124000000,-72.0409119800000,24000,1,seconds,Interpolated from MAP.,NAD83,899.33,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,027,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01166500,"MILLERS RIVER AT ERVING, MA",Stream,,01080202,372,sq mi,372,sq mi,42.59758620000000,-72.4378644900000,24000,1,seconds,Interpolated from MAP.,NAD83,379.48,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",Stream,,01080203,89.0,sq mi,89.0,sq mi,42.63841775000000,-72.7250922000000,24000,1,seconds,Interpolated from MAP.,NAD83,457.86,feet,.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01169900,"SOUTH RIVER NEAR CONWAY, MA",Stream,,01080203,24.1,sq mi,24.1,sq mi,42.54203030000000,-72.6937017900000,24000,1,seconds,Interpolated from MAP.,NAD83,459.45,feet,0.2,feet,Level or other surveyed method.,NAVD88,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01170006,"DEERFIELD R, STILLWATER BR, AT WEST DEERFIELD, MA",Stream,,01080203,562,sq mi,,,42.52675319000000,-72.6325895000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,145,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01170100,"GREEN RIVER NEAR COLRAIN, MA",Stream,,01080203,41.4,sq mi,41.4,sq mi,42.70341695000000,-72.6706473800000,24000,1,seconds,Interpolated from MAP.,NAD83,434.51,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01171500,"MILL RIVER AT NORTHAMPTON, MA",Stream,,01080201,52.6,sq mi,52.6,sq mi,42.31897839000000,-72.6650907000000,24000,1,seconds,Interpolated from MAP.,NAD83,169.34,feet,5,feet,Interpolated from topographic map.,NAVD88,US,25,015,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01172000,"CONNECTICUT RIVER AT HOLYOKE, MA",Stream,,01080201,8309.00,sq mi,,,42.21398075000000,-72.6023116000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,25,013,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01174050,"EAST BRANCH FEVER BROOK NEAR PETERSHAM, MA",Stream,,01080204,4.85,sq mi,4.85,sq mi,42.48036686000000,-72.2236933000000,25000,Unknown,Unknown,Interpolated from MAP.,NAD83,690,feet,10,feet,Interpolated from topographic map.,NGVD29,US,25,027,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01174565,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",Stream,,01080204,12.6,sq mi,12.6,sq mi,42.45508906000000,-72.3817516000000,24000,1,seconds,Interpolated from MAP.,NAD83,539.44,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01174570,"DICKEY BROOK NEAR COOLEYVILLE, MA",Stream,,01080204,1.19,sq mi,1.19,sq mi,42.42842289000000,-72.3511952900000,,Unknown,Unknown,Interpolated from MAP.,NAD83,870,feet,10,feet,Unknown.,NGVD29,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01174575,"DICKEY BROOK TRIBUTARY NEAR COOLEYVILLE, MA",Stream,,01080204,1.06,sq mi,1.06,sq mi,42.44397815000000,-72.3698069000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,575,feet,1,feet,Unknown.,NGVD29,US,25,011,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01177000,"CHICOPEE RIVER AT INDIAN ORCHARD, MA",Stream,,01080204,689,sq mi,689,sq mi,42.16064906000000,-72.5139756000000,24000,1,seconds,Interpolated from MAP.,NAD83,124.31,feet,1,feet,Interpolated from topographic map.,NAVD88,US,25,013,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01183610,"WESTFIELD RIVER AT BRIDGE ST AT NORTH AGAWAM, MA",Stream,,01080206,515,sq mi,,,42.09944444000000,-72.6363056000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,50,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,013,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01183750,"CONNECTICUT RIVER AT AGAWAM, MA",Stream,,01080205,,,,,42.04926185000000,-72.6092560000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,25,013,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01197500,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",Stream,,01100005,282,sq mi,282,sq mi,42.23191667000000,-73.3546667000000,25000,.1,seconds,Interpolated from Digital MAP.,NAD83,682.41,feet,.01,feet,Level or other surveyed method.,NAVD88,US,25,003,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01198135,"HOUSATONIC RIVER NEAR SODOM, CT",Stream,,01100005,471,sq mi,,,42.05731410000000,-73.3487274000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,25,003,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-01333300,"HOOSIC RIVER BELOW WILLIAMSTOWN, MA",Stream,,02020003,204,sq mi,204,sq mi,42.74119100000000,-73.2126072000000,24000,1,seconds,Interpolated from MAP.,NAD83,556,feet,1,feet,Interpolated from topographic map.,NAVD88,US,25,003,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-415639070032501,"POLE DIKE CREEK, UPSTRM HERRING R NR WELLFLEET, MA",Stream,,01090002,,,,,41.94416667000000,-70.0569444000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,1,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,25,001,,,,,20160501,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-421646071381701,"ASSABET RV ABV WESTBOROUGH POTW, WESTBOROUGH, MA",Stream,,01070005,,,,,42.27953850000000,-71.6375672000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,027,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-421815071374401,"ASSABET RIVER AT SCHOOL ST, NORTHBOROUGH, MA",Stream,,01070005,,,,,42.30426050000000,-71.6284004000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,25,027,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-422319071342901,"ASSABET RIVER, SITE 20, AT HUDSON, MA",Stream,,01070005,,,,,42.38861110000000,-71.5747222000000,25000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-422325071342201,"ASSABET RIVER, SITE 29, AT HUDSON, MA",Stream,,01070005,,,,,42.39027778000000,-71.5727777800000,25000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-422509071293201,"ASSABET RV, BEN SMITH POND (SITE 32), HUDSON, MA",Stream,,01070005,,,,,42.41916667000000,-71.4922222000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,25,017,,,,,,,,,,NWIS
USGS-MA,USGS Massachusetts Water Science Center,USGS-422529071282401,"ASSABET RV, BEN SMITH POND (SITE 42), MAYNARD, MA",Stream,,01070005,,,,,42.42472220000000,-71.4733333000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,25,017,,,,,,,,,,NWIS
