OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-0131199010,SIXMILE BROOK AT 28N NEAR LONG LAKE NY,Stream,,02020001,1.65,sq mi,,,43.97566667000000,-74.3613056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0131199020,SIXMILE BROOK TRIBUTARY NEAR LONG LAKE NY,Stream,,02020001,2.62,sq mi,,,43.99127778000000,-74.3511944000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0131199021,SIXMILE BROOK BLW SIXMILE BK TRIB NR LONG LAKE NY,Stream,,02020001,6.44,sq mi,,,43.98777778000000,-74.3455556000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0131199022,SIXMILE BROOK NEAR LONG LAKE NY,Stream,,02020001,6.62,sq mi,,,43.98819444000000,-74.3410000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0131199040,FISHING BR ABOVE CNTY LINE FLOW NR LONG LAKE NY,Stream,,02020001,22.6,sq mi,,,43.98758330000000,-74.2913333000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0131199050,FISHING BROOK (COUNTY LINE FLOW OUTLET) NR NEWCOMB,Stream,,02020001,25.2,sq mi,,,43.97738889000000,-74.2704167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01311992,ARBUTUS POND OUTLET NEAR NEWCOMB NY,Stream,,02020001,1.35,sq mi,,,43.98222220000000,-74.2355556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1682.59,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01312000,HUDSON RIVER NEAR NEWCOMB NY,Stream,,02020001,192,sq mi,,,43.96602778000000,-74.1313888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1550.04,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01313048,LONG POND OUTLET NEAR INDIAN LAKE NY,Stream,,02020001,,,,,43.83788889000000,-74.4790277800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1878,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01315088,NATE POND OUTLET NEAR MINERVA NY,Stream,,02020001,,,,,43.85888889000000,-74.0937777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,2010,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01315170,DURGIN BROOK AT BOREAS RIVER NY,Stream,,02020001,6.86,sq mi,,,43.93983330000000,-73.9536111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1740,feet,10,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01315226,VANDERWHACKER BROOK TRIB 1 NEAR BOREAS RIVER NY,Stream,,02020001,0.09,sq mi,,,43.94850000000000,-73.9883611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01315227,VANDERWHACKER BROOK TRIB 2 NEAR BOREAS RIVER NY,Stream,,02020001,0.35,sq mi,,,43.94819444000000,-73.9901111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1910,feet,10,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01316154,CLEAR POND OUTLET NEAR NORTH HUDSON NY,Stream,,02020001,2.19,sq mi,,,43.99567778000000,-73.8308194000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1911,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01319000,EAST BRANCH SACANDAGA RIVER AT GRIFFIN NY,Stream,,02020002,114,sq mi,,,43.47361110000000,-74.2230556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1254.32,feet,.01,feet,Level or other surveyed method.,NGVD29,US,36,041,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01325420,HUDSON RIVER AT CORINTH NY,Stream,,02020003,2755,sq mi,,,43.24861110000000,-73.8319444000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01326400,HUDSON R UPSTREAM FROM SPIER FALLS NY,Stream,,02020003,,,,,43.23312820000000,-73.7553980000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01327600,HUDSON RIVER AT GLENS FALLS NY,Stream,,02020003,2807,sq mi,,,43.30562779000000,-73.6156717000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,113,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01327750,HUDSON RIVER AT FORT EDWARD NY,Stream,,02020003,2810,sq mi,,,43.26938889000000,-73.5958333000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,99.13,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,115,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01327755,HUDSON RIVER AT ROGERS ISLAND AT FORT EDWARD NY,Stream,,02020003,2817,sq mi,,,43.26451750000000,-73.5906711000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,115,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01329640,BATTEN KILL AT MIDDLE FALLS NY,Stream,,02020003,434,sq mi,,,43.09868697000000,-73.5251145000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,115,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01329650,HUDSON RIVER AT SCHUYLERVILLE NY,Stream,,02020003,3440,sq mi,,,43.09840888000000,-73.5731711900000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01331095,HUDSON RIVER AT STILLWATER NY,Stream,,02020003,3773,sq mi,,,42.93555556000000,-73.6516667000000,24000,1,seconds,Interpolated from MAP.,NAD83,78.99,feet,.01,feet,Level or other surveyed method.,NGVD29,US,36,083,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01333360,HOOSIC RIVER AT NORTH PETERSBURG NY,Stream,,02020003,,,,,42.82646740000000,-73.3220548000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,083,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01334500,HOOSIC RIVER NEAR EAGLE BRIDGE NY,Stream,,02020003,510,sq mi,510,sq mi,42.93858330000000,-73.3769444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,354.79,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,083,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01334805,HOOSIC RIVER AT EAGLE BRIDGE NY,Stream,,02020003,571,sq mi,,,42.95146665000000,-73.3906677000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,083,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01335765,SA 415,Stream,,02020003,,,,,42.79479996000000,-73.6745624800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01335770,HUDSON RIVER AT WATERFORD NY,Stream,,02020003,4616,sq mi,,,42.78868890000000,-73.6740069000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01335771,HUDSON RIVER AT STATE MONITOR AT WATERFORD NY,Stream,,02020003,4634,sq mi,,,42.78813335000000,-73.6753958000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01342602,MOHAWK RIVER NEAR UTICA NY,Stream,,02020004,553,sq mi,,,43.09369444000000,-75.1579167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,386.02,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277112,HONNEDAGA LAKE TRIBUTARY NO. 2 NR FOREST LODGE NY,Stream,,02020004,0.07,sq mi,,,43.53380556000000,-74.8618333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2200,feet,10,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277114,HONNEDAGA LAKE TRIBUTARY NO. 3 NR FOREST LODGE NY,Stream,,02020004,0.12,sq mi,,,43.53138889000000,-74.8529167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2200,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277118,HONNEDAGA L TRIB NO 4 NORTH OF FOREST LODGE NY,Stream,,02020004,0.54,sq mi,,,43.53022220000000,-74.8026944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2367,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013427711805,HONNEDAGA L TRIB NO 4 NR FOREST LODGE NY,Stream,,02020004,0.55,sq mi,,,43.52833330000000,-74.8019444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-013427711835,HONNEDAGA L TRIB NO 4 UPSTREAM OF FOREST LODGE NY,Stream,,02020004,0.74,sq mi,,,43.52644444000000,-74.8014444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277119,HONNEDAGA L TRIB NO 4 AT FOREST LODGE NY,Stream,,02020004,0.84,sq mi,,,43.52105556000000,-74.8011111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277120,HONNEDAGA L TRIB NO5 SOUTHEAST OF FOREST LODGE NY,Stream,,02020004,0.13,sq mi,,,43.51358330000000,-74.7979722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2236,feet,1,feet,Differentially corrected Global Positioning System.,NAVD88,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277121,HONNEDAGA LAKE TRIBUTARY NO. 5 AT FOREST LODGE NY,Stream,,02020004,0.12,sq mi,,,43.51430556000000,-74.7988611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-0134277123,HONNEDAGA LAKE TRIBUTARY NO. 6 AT FOREST LODGE NY,Stream,,02020004,0.07,sq mi,,,43.51150000000000,-74.8148611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,043,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01343902,OE 167,Stream,,02020004,,,,,43.31090236000000,-75.1101623000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,065,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01347258,OTTER LAKE OUTLET AT CANADA LAKE NY,Stream,,02020004,,,,,43.18466667000000,-74.5041667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1656,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01347260,UNNAMED LAKE OUTLET BELOW OTTER LK AT CANADA LK NY,Stream,,02020004,1.58,sq mi,,,43.18108889000000,-74.5032000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,1656,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,035,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349000,OTSQUAGO CREEK AT FORT PLAIN NY,Stream,,02020004,61.0,sq mi,61.0,sq mi,42.92925000000000,-74.6328888900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,321.44,feet,.01,feet,Level or other surveyed method.,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349150,CANAJOHARIE CREEK NEAR CANAJOHARIE NY,Stream,,02020004,59.7,sq mi,,,42.87627778000000,-74.6028611000000,24000,.1,seconds,Interpolated from MAP.,NAD83,635.23,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349520,CAYADUTTA CREEK AT FONDA NY,Stream,,02020004,62.7,sq mi,,,42.95368460000000,-74.3804131000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349527,MOHAWK R ABOVE STATE HIGHWAY 30A AT FONDA NY,Stream,,02020004,2118,sq mi,,,42.95044444000000,-74.3710000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,257.39,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349711,WEST KILL BELOW HUNTER BROOK NEAR SPRUCETON NY,Stream,,02020005,4.97,sq mi,,,42.18505556000000,-74.2771111000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,2038.89,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349840,BATAVIA KILL NEAR MAPLECREST NY,Stream,,02020005,2.03,sq mi,,,42.28963889000000,-74.1162777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01349950,BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY,Stream,,02020005,68.6,sq mi,,,42.30833330000000,-74.3900000000000,24000,1,seconds,Interpolated from MAP.,NAD83,1268.54,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,039,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01351500,SCHOHARIE CREEK AT BURTONSVILLE NY,Stream,,02020005,886,sq mi,,,42.80002778000000,-74.2627777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,507.44,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,36,093,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01353995,SCHOHARIE CREEK AT FORT HUNTER NY,Stream,,02020005,923,sq mi,,,42.93729628000000,-74.2801324000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01354000,MOHAWK RIVER AT TRIBES HILL NY,Stream,,02020004,3090,sq mi,,,42.94472220000000,-74.2880556000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-01354160,MOHAWK R  AT LOCK 10 AT CRANESVILLE NY,Stream,,02020004,3210,sq mi,,,42.91813037000000,-74.1417957000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
