OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,USGS-09401250,"MOENKOPI WASH NR MOENKOPI, ARIZ.",Stream,,15020018,,,,,36.10999350000000,-111.1559740000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09401260,"MOENKOPI WASH AT MOENKOPI, AZ",Stream,,15020018,1629.00,sq mi,1629,sq mi,36.10499334000000,-111.2018069000000,,10,seconds,Interpolated from MAP.,NAD83,4610.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09402300,"LITTLE COLORADO RIVER ABV MOUTH NR DESERT VIEW, AZ",Stream,,15020016,26972,sq mi,,,36.19526420000000,-111.7771024000000,24000,5,seconds,Interpolated from MAP.,NAD83,2760.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09402500,"COLORADO RIVER NEAR GRAND CANYON, AZ",Stream,,15010001,141600,sq mi,137641,sq mi,36.10137176000000,-112.0862795000000,,10,seconds,Interpolated from MAP.,NAD83,2418.70,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09403000,"BRIGHT ANGEL CREEK NEAR GRAND CANYON, ARIZ.",Stream,,15010001,101.00,sq mi,,,36.10303836000000,-112.0962798000000,,10,seconds,Interpolated from MAP.,NAD83,2494.62,feet,20,feet,Unknown.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09403850,"KANAB CREEK ABOVE THE MOUTH NEAR SUPAI, AZ",Stream,,15010003,2367,sq mi,2359,sq mi,36.39581624000000,-112.6318566000000,24000,10,seconds,Interpolated from MAP.,NAD83,1920.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,015,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09404115,"HAVASU CREEK ABOVE THE MOUTH, NEAR SUPAI, AZ",Stream,,15010004,3020,sq mi,2811,sq mi,36.30581618000000,-112.7613050000000,62500,1,minutes,Interpolated from MAP.,NAD83,1800.,feet,40,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09404200,COLORADO RVR ABV DIAMOND CREEK NR PEACH SPRINGS AZ,Stream,,15010002,149316,sq mi,144660,sq mi,35.77359940000000,-113.3635440000000,24000,1,seconds,Interpolated from MAP.,NAD83,1340.,feet,.1,feet,Level or other surveyed method.,NGVD29,US,04,015,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09424000,"COLORADO RIVER NR TOPOCK, AZ.",Stream,,15030101,176300,sq mi,172300,sq mi,34.68750788000000,-114.4627382000000,,10,seconds,Interpolated from MAP.,NAD83,423.02,feet,20,feet,Unknown.,NGVD29,US,04,015,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09424470,"KIRKLAND CREEK NEAR KIRKLAND, AZ",Stream,,15030203,109.00,sq mi,,,34.39391400000000,-112.7226777000000,,10,seconds,Interpolated from MAP.,NAD83,3900.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09426600,"BILL WILLIAMS RIVER AT MINERAL WASH, NR PLANET, AZ",Stream,,15030204,5320.00,sq mi,5310.00,sq mi,34.25501565000000,-114.0096647000000,24000,10,seconds,Interpolated from MAP.,NAD83,450.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09426700,"CAP CANAL AT MP 7.9 NR PARKER DAM, AZ",Stream: Canal,,15030104,,,,,34.17862830000000,-114.0518879000000,,1,seconds,Interpolated from MAP.,NAD83,1200.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09427100,"CAP CANAL AT MP 162.3 AT 7TH ST AT PHOENIX, AZ",Stream: Canal,,15070102,,,,,33.70198339000000,-112.0657063000000,,10,seconds,Interpolated from MAP.,NAD83,1151.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09427300,CAP CANAL ABV BRADY PUMPPLANT NR COOLIDGE AZ,Stream: Canal,,15050100,,,,,32.83562048000000,-111.4287301000000,24000,1,seconds,Interpolated from MAP.,NAD83,1550.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,021,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09428500,"CRIR MAIN CANAL NEAR PARKER, AZ",Stream: Canal,,15030104,,,,,34.16779378000000,-114.2766175000000,,10,seconds,Interpolated from MAP.,NAD83,350.51,feet,20,feet,Unknown.,NGVD29,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09428510,"POSTON WASTEWAY NEAR POSTON, AZ",Stream,,15030104,,,,,33.99946154000000,-114.4455106000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09429030,"PALO VERDE DRAIN NEAR PARKER, AZ",Stream,,15030104,,,,,33.75696536000000,-114.4974554000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09429060,"CRIR LOWER MAIN DRAIN NEAR PARKER, AZ",Stream,,15030104,,,,,33.76113200000000,-114.4855107000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09429300,"COLORADO RIVER BELOW CIBOLA VALLEY, AZ.",Stream,,15030104,187800,sq mi,183800,sq mi,33.22114635000000,-114.6724570000000,,10,seconds,Interpolated from MAP.,NAD83,200.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,012,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09429690,"COLORADO RIVER AB GILA RIVER NR YUMA, AZ",Stream,,15030107,185000,sq mi,,,32.72282460000000,-114.5468946000000,,1,seconds,Interpolated from MAP.,NAD83,120.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,027,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09438000,GILA RIVER A N.MEX-ARIZ ST LINE,Stream,,15040002,3360,sq mi,,,32.68673920000000,-109.0478392000000,,1,seconds,Interpolated from MAP.,NAD83,3680.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,011,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09442000,"GILA RIVER NEAR CLIFTON, AZ",Stream,,15040002,4010.00,sq mi,,,32.96527778000000,-109.3086111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,3338.80,feet,.22,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,04,011,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09444200,"BLUE RIVER NEAR CLIFTON, AZ.",Stream,,15040004,506,sq mi,,,33.29089456000000,-109.1961832000000,,10,seconds,Interpolated from MAP.,NAD83,4160.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,011,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09444600,"SAN FRANCISCO RIVER NEAR CLIFTON, ARIZ.",Stream,,15040004,,,,,33.02589676000000,-109.3022934000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,011,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09448500,"GILA RIVER AT HEAD OF SAFFORD VALLEY, NR SOLOMON,",Stream,,15040005,7856.78,sq mi,7856.78,sq mi,32.88272220000000,-109.4796056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,3096.66,feet,.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,04,009,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09466500,"GILA RIVER AT CALVA, AZ.",Stream,,15040005,11470,sq mi,,,33.18561278000000,-110.2200903000000,,10,seconds,Interpolated from MAP.,NAD83,2517.29,feet,10,feet,Unknown.,NGVD29,US,04,009,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09470000,"GILA RIVER AT WINKELMAN, ARIZ.",Stream,,15050100,13268.00,sq mi,382.00,sq mi,33.00173240000000,-110.7659386000000,,10,seconds,Interpolated from MAP.,NAD83,1921.76,feet,20,feet,Unknown.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09471000,"SAN PEDRO RIVER AT CHARLESTON, AZ.",Stream,,15050202,1234.00,sq mi,1234.00,sq mi,31.62592644000000,-110.1745226000000,,10,seconds,Interpolated from MAP.,NAD83,3954.01,feet,20,feet,Unknown.,NGVD29,US,04,003,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09473100,SAN PEDRO RIVER BL ARAVAIPA CREEK NR MAMMOTH AZ.,Stream,,15050203,4343.00,sq mi,4343.00,sq mi,32.85089994000000,-110.7248258000000,,10,seconds,Interpolated from MAP.,NAD83,2125.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,021,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09473500,"SAN PEDRO R AT WINKELMAN, ARIZ.",Stream,,15050203,4453.00,sq mi,4453.00,sq mi,32.97728817000000,-110.7703830000000,,10,seconds,Interpolated from MAP.,NAD83,1925.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,021,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09473900,MINERAL CREEK AT KELVIN AZ,Stream,,15050100,,,,,33.10395150000000,-110.9751124000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,021,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09474000,"GILA RIVER AT KELVIN, AZ.",Stream,,15050100,18011,sq mi,,,33.10284040000000,-110.9765014000000,,10,seconds,Interpolated from MAP.,NAD83,1745.02,feet,.1,feet,Unknown.,NGVD29,US,04,021,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09481710,"SANTA CRUZ RIVER AT RIO RICO, ARIZ.",Stream,,15050301,,,,,31.47037160000000,-110.9923104000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,023,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09481740,"SANTA CRUZ RIVER AT TUBAC, AZ.",Stream,,15050301,1210,sq mi,,,31.61286778000000,-111.0414792000000,,1,seconds,Interpolated from MAP.,NAD83,3180.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,023,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09490500,"BLACK RIVER NEAR FORT APACHE, AZ.",Stream,,15060101,1232,sq mi,,,33.71282949000000,-110.2117674000000,,10,seconds,Interpolated from MAP.,NAD83,4345.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09494000,"WHITE RIVER NEAR FORT APACHE, AZ.",Stream,,15060102,632,sq mi,,,33.73644059000000,-110.1667670000000,,10,seconds,Interpolated from MAP.,NAD83,4365.99,feet,20,feet,Unknown.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09498400,"PINAL CREEK AT INSPIRATION DAM, NR GLOBE, AZ.",Stream,,15060103,195,sq mi,,,33.57310680000000,-110.9012251000000,,10,seconds,Interpolated from MAP.,NAD83,2740.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09498500,"SALT RIVER NEAR ROOSEVELT, AZ",Stream,,15060103,4306,sq mi,,,33.61949490000000,-110.9215037000000,24000,10,seconds,Interpolated from MAP.,NAD83,2177.14,feet,10,feet,Unknown.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09499000,"TONTO CREEK ABOVE GUN CREEK, NEAR ROOSEVELT, AZ",Stream,,15060105,675,sq mi,,,33.98004130000000,-111.3034659000000,,10,seconds,Interpolated from MAP.,NAD83,2523.14,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09502000,"SALT RIVER BLW STEWART MOUNTAIN DAM, AZ.",Stream,,15060106,6232,sq mi,,,33.55282304000000,-111.5765243000000,,10,seconds,Interpolated from MAP.,NAD83,1370.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09504000,"VERDE RIVER NEAR CLARKDALE, AZ",Stream,,15060202,3503,sq mi,3124,sq mi,34.85224160000000,-112.0659940000000,,.1,seconds,Interpolated from MAP.,NAD83,3500.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09504200,"VERDE RIVER NR CORNVILLE, AZ",Stream,,15060202,,,,,34.68279984000000,-111.9584886000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09504420,"OAK CREEK NEAR SEDONA, AZ",Stream,,15060202,233,sq mi,,,34.86168418000000,-111.7618227000000,,10,seconds,Interpolated from MAP.,NAD83,4169.20,feet,20,feet,Unknown.,NAVD88,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09504440,"OAK CREEK AT RED ROCK CROSSING NR SEDONA, AZ",Stream,,15060202,,,,,34.82446290000000,-111.8062666000000,24000,10,seconds,Interpolated from MAP.,NAD83,3950.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09504500,"OAK CREEK NEAR CORNVILLE, AZ",Stream,,15060202,355,sq mi,,,34.76446436000000,-111.8909885000000,,10,seconds,Interpolated from MAP.,NAD83,3470.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09505570,"VERDE RIVER ABV W. CLEAR CREEK, NR CAMP VERDE, AZ",Stream,,15060203,4682.45,sq mi,4328.5,sq mi,34.50558157000000,-111.8354274000000,24000,5,seconds,Interpolated from MAP.,NAD83,3000.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09505800,"WEST CLEAR CREEK NEAR CAMP VERDE, AZ",Stream,,15060203,241,sq mi,,,34.53863606000000,-111.6940356000000,,10,seconds,Interpolated from MAP.,NAD83,3630.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09506000,"VERDE RIVER NEAR CAMP VERDE, AZ",Stream,,15060203,5009,sq mi,4645,sq mi,34.44836050000000,-111.7898705000000,24000,1,seconds,Interpolated from MAP.,NAD83,2874.10,feet,1,feet,Unknown.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09507980,"EAST VERDE RIVER NEAR CHILDS, AZ",Stream,,15060203,331,sq mi,,,34.27642068000000,-111.6387561000000,,10,seconds,Interpolated from MAP.,NAD83,2500,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09508300,"WET BOTTOM CREEK NEAR CHILDS, AZ",Stream,,15060203,36.4,sq mi,,,34.16086787000000,-111.6929235000000,,10,seconds,Interpolated from MAP.,NAD83,2320,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,007,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09508500,"VERDE RVR BLW TANGLE CREEK, ABV HORSESHOE DAM, AZ",Stream,,15060203,5858,sq mi,5494,sq mi,34.07309220000000,-111.7162569000000,,10,seconds,Interpolated from MAP.,NAD83,2029.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09510000,"VERDE RIVER BELOW BARTLETT DAM, AZ",Stream,,15060203,6161,sq mi,,,33.80837509000000,-111.6634729000000,24000,10,seconds,Interpolated from MAP.,NAD83,1570.34,feet,10,feet,Unknown.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09512162,"INDIAN BEND WASH AT CURRY ROAD, TEMPE, AZ.",Stream,,15060106,82,sq mi,,,33.44032290000000,-111.9151434000000,24000,1,seconds,Interpolated from MAP.,NAD83,1162.45,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09512184,BOX CULVERT AT 48 ST DRAIN,Stream,,15060106,,,,,33.41698969000000,-111.9779228000000,24000,1,seconds,Interpolated from MAP.,NAD83,1130.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09512403,27TH AVE AT SALT R,Stream,,15060106,,,,,33.40865550000000,-112.1162604000000,24000,1,seconds,Interpolated from MAP.,NAD83,1040.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09512407,"91ST AVE WWTP OUTFALL NR PHOENIX, AZ",Stream,,15060106,,,,,33.38948820000000,-112.2543201000000,24000,5,seconds,Interpolated from MAP.,NAD83,962.5,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09512600,TURKEY CREEK NEAR CLEATOR ARIZONA,Stream,,15070102,89.40,sq mi,,,34.28225200000000,-112.2076612000000,,10,seconds,Interpolated from MAP.,NAD83,3140.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09512800,"AGUA FRIA RIVER NEAR ROCK SPRINGS, AZ",Stream,,15070102,1111,sq mi,1111,sq mi,34.01558948000000,-112.1679378000000,24000,10,seconds,Interpolated from MAP.,NAD83,1800,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09513600,"AGUA FRIA RIVER BELOW WADDELL DAM, AZ",Stream,,15070102,1459,sq mi,,,33.83197956000000,-112.2740504000000,24000,1,seconds,Interpolated from MAP.,NAD83,1440.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09513885,43RD AND PEORIA,Stream,,15070102,,,,,33.58226274000000,-112.1518193000000,24000,1,seconds,Interpolated from MAP.,NAD83,1225,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09513925,OLIVE AND 67TH AVE,Stream,,15070102,,,,,33.56754044000000,-112.2026542000000,24000,5,seconds,Interpolated from MAP.,NAD83,1155,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09514000,"BUCKEYE CANAL NEAR AVONDALE, ARIZ.",Stream: Canal,,15070101,,,,,33.39393160000000,-112.3740469000000,24000,1,seconds,Interpolated from MAP.,NAD83,912.5,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09517000,"HASSAYAMPA RIVER NEAR ARLINGTON, AZ",Stream,,15070103,1471,sq mi,,,33.34726408000000,-112.7257259000000,,10,seconds,Interpolated from MAP.,NAD83,822.68,feet,20,feet,Unknown.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09518000,"GILA RIVER ABOVE DIVERSIONS, AT GILLESPIE DAM, AZ",Stream,,15070101,49650,sq mi,,,33.22921044000000,-112.7673929000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09519500,"GILA RIVER BELOW GILLESPIE DAM, AZ (FLOW BLW DAM)",Stream,,15070101,49650,sq mi,,,33.22921044000000,-112.7673929000000,,10,seconds,Interpolated from MAP.,NAD83,753.46,feet,20,feet,Unknown.,NGVD29,US,04,013,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09520500,"GILA RIVER NEAR DOME, AZ",Stream,,15070201,57850,sq mi,,,32.76087890000000,-114.4205019000000,24000,10,seconds,Interpolated from MAP.,NAD83,139.18,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,027,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09520700,"GILA RIVER NEAR MOUTH, NEAR YUMA, AZ",Stream,,15070201,57950.00,sq mi,,,32.71060280000000,-114.5524502000000,,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,04,027,,,,,,,,,,NWIS
