OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-01640970,"HUNTING CREEK TRIBUTARY NEAR FOXVILLE, MD",Stream,,02070009,4.01,sq mi,,,39.62843108000000,-77.4619322000000,,1,seconds,Interpolated from MAP.,NAD83,990,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01640975,"BIG HUNTING CREEK NEAR THURMONT, MD",Stream,,02070009,7.08,sq mi,,,39.63008330000000,-77.4552777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,944,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01640980,"BEAR BRANCH NEAR THURMONT, MD",Stream,,02070009,0.38,sq mi,,,39.62093145000000,-77.4397095000000,,1,seconds,Interpolated from MAP.,NAD83,790,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01641510,"FISHING CREEK TRIBUTARY NEAR LEWISTOWN, MD",Stream,,02070009,0.40,sq mi,,,39.53593370000000,-77.4463751000000,,1,seconds,Interpolated from MAP.,NAD83,542.30,feet,.01,feet,Level or other surveyed method.,NGVD29,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01641810,"MONOCACY RIVER NEAR WALKERSVILLE, MD",Stream,,02070009,637,sq mi,,,39.47982377000000,-77.3880403000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01642438,"LINGANORE CREEK NEAR LIBERTYTOWN, MD",Stream,,02070009,56.6,sq mi,,,39.44100000000000,-77.2696388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,328.0,feet,1.0,feet,Global Positioning System.,NGVD29,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01643020,"MONOCACY R AT REICHS FORD BRIDGE NR FREDERICK,MD",Stream,,02070009,817,sq mi,,,39.38788024000000,-77.3774850000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,021,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01645000,"SENECA CREEK AT DAWSONVILLE, MD",Stream,,02070008,101,sq mi,,,39.12808330000000,-77.3357777800000,,1,seconds,Interpolated from MAP.,NAD83,213.31,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,031,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01646500,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",Stream,,02070008,11560,sq mi,,,38.94977778000000,-77.1276388900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37.20,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,031,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01649190,"PAINT BRANCH NEAR COLLEGE PARK, MD",Stream,,02070010,13.1,sq mi,,,39.03336110000000,-76.9640277800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,150.57,feet,.11,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,031,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01649500,"NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD",Stream,,02070010,72.8,sq mi,,,38.96025000000000,-76.9259722000000,,1,seconds,Interpolated from MAP.,NAD83,11.92,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01650800,"SLIGO CREEK NEAR TAKOMA PARK, MD",Stream,,02070010,6.45,sq mi,,,38.98622220000000,-77.0048611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,161.27,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,031,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01651000,"NORTHWEST BR ANACOSTIA RIVER NR HYATTSVILLE, MD",Stream,,02070010,49.4,sq mi,,,38.95255556000000,-76.9651388900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,16.35,feet,.06,feet,Level or other surveyed method.,NAVD88,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01651730,"BEAVERDAM CREEK NEAR CHEVERLY, MD",Stream,,02070010,14.9,sq mi,,,38.91630556000000,-76.9343056000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,0.0,feet,0.1,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01653600,"PISCATAWAY CREEK AT PISCATAWAY, MD",Stream,,02070010,39.5,sq mi,,,38.70577778000000,-76.9661944000000,24000,1,seconds,Interpolated from MAP.,NAD83,7.63,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,033,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01658000,"MATTAWOMAN CREEK NEAR POMONKEY, MD",Stream,,02070011,54.8,sq mi,,,38.59613889000000,-77.0560277800000,24000,1,seconds,Interpolated from MAP.,NAD83,39.76,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,017,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01661000,"CHAPTICO CREEK AT CHAPTICO, MD",Stream,,02070011,10.40,sq mi,,,38.37929264000000,-76.7819116000000,,1,seconds,Interpolated from MAP.,NAD83,15,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,037,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01661050,"ST CLEMENTS CREEK NEAR CLEMENTS, MD",Stream,,02070011,18.5,sq mi,,,38.33330556000000,-76.7250000000000,24000,1,seconds,Interpolated from MAP.,NAD83,5.45,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,24,037,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-03078000,"CASSELMAN RIVER AT GRANTSVILLE, MD",Stream,,05020006,64.2,sq mi,,,39.70219444000000,-79.1363888900000,,1,seconds,Interpolated from MAP.,NAD83,2088.56,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,24,023,,,,,,,,,,NWIS
