OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MS,USGS Mississippi Water Science Center,USGS-02441000,"TIBBEE CREEK NR TIBBEE, MS",Stream,,03160104,926,sq mi,926,sq mi,33.53777778000000,-88.6333333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,154.07,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,025,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02441400,"TOMBIGBEE RIVER NR COLUMBUS, MS",Stream,,03160101,4451.00,sq mi,,,33.49456357000000,-88.4611528000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,087,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02443500,"LUXAPALLILA CREEK NR COLUMBUS, MS",Stream,,03160105,715,sq mi,715,sq mi,33.51416667000000,-88.3952778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,142.31,feet,.1,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,087,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02472373,"LEAF RIVER AT EASTABUCHIE, MS.",Stream,,03170004,1041.00,sq mi,,,31.43905926000000,-89.3000613000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,067,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02472500,"BOUIE CREEK NR HATTIESBURG, MS",Stream,,03170004,304,sq mi,304,sq mi,31.42583333000000,-89.4147222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,159.65,feet,.1,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,035,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02472880,"BOUIE RIVER NR GLENDALE, MS",Stream,,03170004,604.00,sq mi,,,31.39572740000000,-89.3656189000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,035,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02473260,"LEAF RIVER NR PALMER, MS",Stream,,03170005,1809,sq mi,1809,sq mi,31.26128844000000,-89.2264485000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,035,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02473460,"TALLAHALA CREEK AT WALDRUP, MS",Stream,,03170005,102,sq mi,102,sq mi,31.96611110000000,-89.1150000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,290.00,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,061,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02473490,"TALLAHALA CREEK NR SANDERSVILLE, MS.",Stream,,03170005,201.00,sq mi,,,31.78543670000000,-89.0758885000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,067,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02474500,"TALLAHALA CREEK NR RUNNELSTOWN, MS",Stream,,03170005,612,sq mi,612,sq mi,31.33277778000000,-89.1125000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,104.18,feet,.1,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,111,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02474740,"LEAF RIVER AT BEAUMONT, MS",Stream,,03170005,3011,sq mi,3011,sq mi,31.18240485000000,-88.9189333000000,,5,seconds,Interpolated from MAP.,NAD83,56.74,feet,10,feet,Unknown.,NGVD29,US,28,111,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02477000,"CHICKASAWHAY RIVER AT ENTERPRISE, MS",Stream,,03170002,918,sq mi,918,sq mi,32.17583333000000,-88.8197222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,207.62,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,023,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02477492,"CHICKASAWHAY RIVER AT WOODWARDS, MS.",Stream,,03170002,1648.00,sq mi,,,31.69543810000000,-88.6700370000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,153,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02477500,"CHICKASAWHAY RIVER NR WAYNESBORO, MS",Stream,,03170002,1650,sq mi,1650,sq mi,31.68254959000000,-88.6835100000000,24000,5,seconds,Interpolated from MAP.,NAD83,119.91,feet,10,feet,Interpolated from topographic map.,NGVD29,US,28,153,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02478500,"CHICKASAWHAY RIVER AT LEAKESVILLE, MS",Stream,,03170003,2690,sq mi,2690,sq mi,31.14861110000000,-88.5480556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,50.49,feet,.1,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,041,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02479000,"PASCAGOULA RIVER AT MERRILL, MS",Stream,,03170006,6590,sq mi,6590,sq mi,30.97805556000000,-88.7269444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,25.87,feet,.1,feet,GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,039,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02479020,"PASCAGOULA RIVER NR BENNDALE, MS",Stream,,03170006,6680,sq mi,6680,sq mi,30.87805556000000,-88.7750000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,16.17,feet,5.0,feet,Unknown.,NGVD29,US,28,039,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02479155,"CYPRESS CREEK NR JANICE, MS",Stream,,03170007,52.6,sq mi,52.6,sq mi,31.02527778000000,-89.0166667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,103,feet,5.0,feet,Interpolated from topographic map.,NGVD29,US,28,111,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02479170,"BLACK CREEK NR BENNDALE, MS.",Stream,,03170007,752.00,sq mi,,,30.78018948000000,-88.7628086000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,039,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02479343,"PASCAGOULA RIVER AT MI 8 NR ESCATAWPA, MS",Stream,,03170006,,,,,30.43825444000000,-88.5577949000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02480207,"ESCATAWPA RIVER AT MOSS POINT, MS",Stream,,03170008,1037.00,sq mi,,,30.42658790000000,-88.5444608000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02480210,"PASCAGOULA RIVER AT HWY 90 AT PASCAGOULA, MS",Stream,,03170006,9498.00,sq mi,,,30.37186624000000,-88.5627942000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02480215,"PASCAGOULA RIVER AT MI 0 AT PASCAGOULA, MS",Stream,,03170006,,,,,30.34686650000000,-88.5675164000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,059,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02481251,"TURKEY CREEK AT AIRPORT ROAD AT GULFPORT, MS",Stream: Tidal stream,,03170009,26.4,sq mi,,,30.41843610000000,-89.0825028000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,0,feet,.1,feet,Level or other surveyed method.,NAVD88,US,28,047,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02481510,"WOLF RIVER NR LANDON, MS",Stream,,03170009,308,sq mi,308,sq mi,30.48361110000000,-89.2744444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,14.34,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,047,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02481549,"HICKORY CREEK NEAR CAESAR, MS",Stream,,03170009,27.7,sq mi,,,30.58150000000000,-89.4851389000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,82,feet,1.6,feet,Interpolated from topographic map.,NAVD88,US,28,045,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02481661,"TRIBUTARY TO BAYOU LASALLE NEAR VIDALIA, MS",Stream,,03170009,,,,,30.45936039000000,-89.3458826000000,24000,.5,seconds,Interpolated from MAP.,NAD83,48.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,28,045,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0248166310,"MILL CREEK AT FENTON, MS",Stream,,03170009,,,,,30.40944444000000,-89.3444444000000,2400,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,13.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,28,045,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0248166590,"ROTTEN BAYOU TRIB NO. 1 AT DIAMONDHEAD, MS",Stream,,03170009,,,,,30.38436110000000,-89.3811111000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,6.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,28,045,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02482550,"PEARL RIVER NR CARTHAGE, MS",Stream,,03180001,1346,sq mi,1346,sq mi,32.70722220000000,-89.5263889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,315.24,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,079,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02486500,"PEARL RIVER AT BYRAM, MS",Stream,,03180002,3385,sq mi,3385,sq mi,32.17653850000000,-90.2434225000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,049,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02487000,"PEARL RIVER NR GEORGETOWN, MS",Stream,,03180002,3744.00,sq mi,,,31.87515937000000,-90.1403630000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,029,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02488500,"PEARL RIVER NR MONTICELLO, MS",Stream,,03180003,4993,sq mi,4993,sq mi,31.55333333000000,-90.0880556000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,158.20,feet,.1,feet,Level or other surveyed method.,NAVD88,US,28,077,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02489000,"PEARL RIVER NR COLUMBIA, MS",Stream,,03180004,5720,sq mi,5720,sq mi,31.23777778000000,-89.8469444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,115.81,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,091,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02490900,"BOGUE CHITTO NEAR LEHR, MISS.",Stream,,03180005,785.00,sq mi,,,31.02240170000000,-90.2056459000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,147,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-02492502,"HOBOLOCHITTO CREEK NR PICAYUNE, MS.",Stream,,03180004,357.00,sq mi,,,30.53991334000000,-89.7403446000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,109,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-03592800,"YELLOW CREEK NR DOSKIE, MS",Stream,,06030005,143,sq mi,143,sq mi,34.90064390000000,-88.2930987000000,,5,seconds,Interpolated from MAP.,NAD83,421.12,feet,10,feet,Unknown.,NGVD29,US,28,141,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-03592825,"YELLOW CREEK AT CROSS ROADS, MS",Stream,,06030005,165,sq mi,165,sq mi,34.91481020000000,-88.2455974000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,141,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-03592830,"YELLOW CREEK AT GOAT ISLAND NR DOSKIE, MS",Stream,,06030005,,,,,34.95369814000000,-88.2205962000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,141,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-03592890,"YELLOW CREEK AT MILE ONE NR PINE FLAT, MS",Stream,,06030005,198.00,sq mi,,,34.99036400000000,-88.2133733000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,141,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07273100,"HOTOPHA CREEK NR BATESVILLE, MS",Stream,,08030201,35.1,sq mi,35.1,sq mi,34.36388889000000,-89.8786111000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,195.45,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,107,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07274235,"OTOUCALOFA CREEK NR PARIS, MS",Stream,,08030203,8.28,sq mi,,,34.14899854000000,-89.4389675900000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,013,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07274237,"OTOUCALOFA CREEK AT PARIS, MS",Stream,,08030203,21.02,sq mi,,,34.16983169000000,-89.4567460000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,071,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07274245,"OTOUCALOFA CREEK EAST OF WATER VALLEY, MS",Stream,,08030203,46.54,sq mi,,,34.15844325000000,-89.5328596000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,161,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07274247,"OTOUCALOFA CREEK CANAL E-SE OF WATER VALLEY, MS",Stream,,08030203,74.01,sq mi,,,34.13038810000000,-89.5934168000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,161,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07274251,"TOWN CREEK AT WATER VALLEY, MS",Stream,,08030203,3.97,sq mi,3.97,sq mi,34.14750000000000,-89.6333333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,276.00,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,161,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07274252,"OTOUCALOFA CREEK CANAL NR WATER VALLEY, MS",Stream,,08030203,97.1,sq mi,97.1,sq mi,34.14416667000000,-89.6525000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,250.95,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,161,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07275530,"PETERS (LONG) CREEK NR POPE, MS",Stream,,08030203,79.2,sq mi,79.2,sq mi,34.21388889000000,-89.9819444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,183,feet,10.,feet,Reported method of determination.,NGVD29,US,28,107,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07277520,"HICKAHALA CREEK NR INDEPENDENCE, MS",Stream,,08030204,25.33,sq mi,,,34.67510078000000,-89.7575866000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,137,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07277530,"HICKAHALA CREEK NR LOOXAHOMA, MS",Stream,,08030204,44.66,sq mi,,,34.64149070000000,-89.8109209000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,137,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07277548,"JAMES WOLF CREEK NR LOOXAHOMA, MS",Stream,,08030204,35.17,sq mi,,,34.61676910000000,-89.8214767000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,137,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07277700,"HICKAHALA CREEK NR SENATOBIA, MS",Stream,,08030204,121,sq mi,,,34.63194444000000,-89.9244444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,233.02,feet,.1,feet,Level or other surveyed method.,NGVD29,US,28,137,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07277715,"SENATOBIA CREEK NR COMO, MS",Stream,,08030204,20.44,sq mi,,,34.55038198000000,-89.8803665000000,,5,seconds,Interpolated from MAP.,NAD83,100.00,feet,10,feet,Unknown.,NGVD29,US,28,107,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07277730,"SENATOBIA CREEK NR SENATOBIA, MS",Stream,,08030204,62.8,sq mi,62.8,sq mi,34.61666667000000,-89.9413889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,233.80,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,137,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07283000,"SKUNA RIVER AT BRUCE, MS",Stream,,08030205,254,sq mi,254,sq mi,33.97361110000000,-89.3477778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,228.45,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,28,013,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07285400,"BATUPAN BOGUE AT GRENADA, MS",Stream,,08030205,240,sq mi,240,sq mi,33.77400485000000,-89.7875859000000,,5,seconds,Interpolated from MAP.,NAD83,161.95,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,28,043,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728711610,"UNKNOWN LAKE TRIBUTARY NO 1 NEAR SIDON, MS",Stream,,08030206,0.07,sq mi,0.07,sq mi,33.41722220000000,-90.2361111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,116.42,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,083,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-0728711620,"UNKNOWN LAKE TRIBUTARY NO 2 NEAR SIDON, MS",Stream,,08030206,0.04,sq mi,0.04,sq mi,33.40916667000000,-90.2383333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,120.50,feet,0.1,feet,Global Positioning System.,NAVD88,US,28,083,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287120,"YAZOO RIVER NR SHELL BLUFF, MS",Stream,,08030206,7650,sq mi,7650,sq mi,33.39678846000000,-90.2720286000000,,5,seconds,Interpolated from MAP.,NAD83,92.07,feet,10,feet,Unknown.,NGVD29,US,28,083,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287141,"ABIACA CREEK NR COILA, MS",Stream,,08030206,5.64,sq mi,5.64,sq mi,33.34067994000000,-89.9361949000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,015,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287142,"ABIACA CREEK NR BLACK HAWK, MS",Stream,,08030206,10.7,sq mi,10.7,sq mi,33.31818010000000,-89.9667508000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,015,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287144,"ABIACA CREEK AT BLACK HAWK, MS",Stream,,08030206,25.8,sq mi,25.8,sq mi,33.31817986000000,-90.0109176000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,015,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287147,"COILA CREEK AT SEVEN PINES, MS",Stream,,08030206,39.8,sq mi,39.8,sq mi,33.36901199000000,-90.0889729000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,28,015,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287150,"ABIACA CREEK NR SEVEN PINES, MS",Stream,,08030206,95.2,sq mi,95.2,sq mi,33.34000000000000,-90.1513889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,134.28,feet,.1,feet,Level or other surveyed method.,NGVD29,US,28,015,,,,,,,,,,NWIS
USGS-MS,USGS Mississippi Water Science Center,USGS-07287160,"ABIACA CREEK AT CRUGER, MS",Stream,,08030206,95.7,sq mi,95.7,sq mi,33.34166667000000,-90.2372222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,116.52,feet,.1,feet,Level or other surveyed method.,NGVD29,US,28,051,,,,,,,,,,NWIS
