OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-OH,USGS Ohio Water Science Center,USGS-03109320,Stateline Creek near Negley OH,Stream,,05030101,3.09,sq mi,,,40.79256270000000,-80.5220125000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,029,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03110000,Yellow Creek near Hammondsville OH,Stream,,05030101,147,sq mi,147,sq mi,40.53784235000000,-80.7250777000000,,1,seconds,Interpolated from MAP.,NAD83,692.93,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,081,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03110700,Ohio River at Stratton OH,Stream,,05030101,,,,,40.53256545000000,-80.6247954000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03110983,Consol Run near Bloomingdale OH,Stream,,05030101,0.98,sq mi,,,40.32173485000000,-80.8134182000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,081,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03111500,Short Creek near Dillonvale OH,Stream,,05030106,123,sq mi,123,sq mi,40.19340427000000,-80.7342482000000,,1,seconds,Interpolated from MAP.,NAD83,673.54,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,081,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03115400,Little Muskingum River at Bloomfield OH,Stream,,05030201,210,sq mi,210.00,sq mi,39.56312940000000,-81.2037236000000,,1,seconds,Interpolated from MAP.,NAD83,645.34,feet,.10,feet,Level or other surveyed method.,NAVD88,US,39,167,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03117100,Tuscarawas River at Navarre OH,Stream,,05040001,534,sq mi,,,40.72672535000000,-81.5295657000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,151,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03120500,McGuire Creek near Leesville OH,Stream,,05040001,48.3,sq mi,48.3,sq mi,40.47034258000000,-81.1964930000000,,1,seconds,Interpolated from MAP.,NAD83,914.50,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,019,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03127970,Clear Fork tributary near Hanover OH,Stream,,05040001,0.68,sq mi,,,40.35201059000000,-81.0703764000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,067,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03128500,Little Stillwater Creek bl Tappan Dam at Tappan OH,Stream,,05040001,71.1,sq mi,71.1,sq mi,40.35701050000000,-81.2301062000000,,1,seconds,Interpolated from MAP.,NAD83,860.80,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,067,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03129000,Tuscarawas River at Newcomerstown OH,Stream,,05040001,2443,sq mi,2443,sq mi,40.26145930000000,-81.6090097000000,,1,seconds,Interpolated from MAP.,NAD83,779.36,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,157,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03131500,Black Fork at Loudonville OH,Stream,,05040002,349,sq mi,349,sq mi,40.63589367000000,-82.2393259000000,,1,seconds,Interpolated from MAP.,NAD83,929.16,feet,.01,feet,Level or other surveyed method.,NGVD29,US,39,005,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03138500,Walhonding River below Mohawk Dam at Nellie OH,Stream,,05040003,1505,sq mi,1505,sq mi,40.34145696000000,-82.0654213000000,,1,seconds,Interpolated from MAP.,NAD83,790,feet,.01,feet,Reported method of determination.,COE1912,US,39,031,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03141500,Seneca Fork bl Senecaville Dam near Senecaville OH,Stream,,05040005,118,sq mi,118,sq mi,39.92451624000000,-81.4378966000000,,1,seconds,Interpolated from MAP.,NAD83,798.72,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,059,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03142300,Salt Fork at Mouth near Cambridge OH,Stream,,05040005,160,sq mi,,,40.10090467000000,-81.5615098000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,059,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03144270,Opossum Run tributary near Wakatomika OH,Stream,,05040004,1.27,sq mi,,,40.16951370000000,-82.0643055000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03144289,Sand Fork near Wakatomika OH,Stream,,05040004,1.34,sq mi,,,40.22701510000000,-81.9931914000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,031,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03146000,North Fork Licking River at Utica OH,Stream,,05040006,116,sq mi,,,40.22978675000000,-82.4548810000000,,1,seconds,Interpolated from MAP.,NAD83,929.48,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,089,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03146500,Licking River near Newark OH,Stream,,05040006,537,sq mi,537,sq mi,40.05923245000000,-82.3395948000000,,1,seconds,Interpolated from MAP.,NAD83,778.28,feet,.01,feet,Level or other surveyed method.,NAVD88,US,39,089,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03147500,Licking River bl Dillon Dam near Dillon Falls OH,Stream,,05040006,742,sq mi,742,sq mi,39.98840049000000,-82.0804166000000,,1,seconds,Interpolated from MAP.,NAD83,700,feet,.01,feet,Reported method of determination.,NGVD29,US,39,119,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03149200,Muskingum River at Philo OH,Stream,,05040004,7196,sq mi,,,39.86423610000000,-81.9059680000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,119,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03150000,Muskingum River at McConnelsville OH,Stream,,05040004,7422,sq mi,7422,sq mi,39.64507110000000,-81.8498578000000,,1,seconds,Interpolated from MAP.,NAD83,649.62,feet,.01,feet,Level or other surveyed method.,NAVD88,US,39,115,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03150300,Muskingum River near Beverly OH,Stream,,05040004,7627,sq mi,,,39.58062844000000,-81.6712409000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,167,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03157000,Clear Creek near Rockbridge OH,Stream,,05030204,89.0,sq mi,89.0,sq mi,39.58839820000000,-82.5784946000000,,1,seconds,Interpolated from MAP.,NAD83,755.97,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,073,Mississippian aquifers,,Maxville Limestone,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03159500,Hocking River at Athens OH,Stream,,05030204,943,sq mi,,,39.32896188000000,-82.0876439000000,,1,seconds,Interpolated from MAP.,NAD83,610.78,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,009,Pennsylvanian aquifers,,Conemaugh Formation,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03159510,Hocking River below Athens OH,Stream,,05030204,957,sq mi,957,sq mi,39.32757375000000,-82.0048635000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,009,Pennsylvanian aquifers,,Conemaugh Formation,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03201600,Sandy Run ab Big Four Hollow Creek nr Lake Hope OH,Stream,,05090101,0.98,sq mi,,,39.36257040000000,-82.3129289000000,,1,seconds,Interpolated from MAP.,NAD83,756.04,feet,.01,feet,Unknown.,NGVD29,US,39,163,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03201660,Big Four Hollow Creek bl East Fork nr Lake Hope OH,Stream,,05090101,0.73,sq mi,,,39.37007028000000,-82.3182069000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,163,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03201700,Big Four Hollow Creek near Lake Hope OH,Stream,,05090101,1.01,sq mi,,,39.36340375000000,-82.3140400000000,,1,seconds,Interpolated from MAP.,NAD83,756.04,feet,.01,feet,Unknown.,NGVD29,US,39,163,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03201720,Hull Hollow Creek near Lake Hope OH,Stream,,05090101,0.22,sq mi,,,39.35895930000000,-82.3179290000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,163,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03201722,Sandy Run bl Hull Hollow Creek near Lake Hope OH,Stream,,05090101,2.24,sq mi,,,39.35840378000000,-82.3176513000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,163,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03202000,Raccoon Creek at Adamsville OH,Stream,,05090101,585,sq mi,,,38.87361110000000,-82.3558333000000,,1,seconds,Interpolated from MAP.,NAD83,569.33,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,053,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03219500,Scioto River near Prospect OH,Stream,,05060001,567,sq mi,567,sq mi,40.41950420000000,-83.1971372000000,,1,seconds,Interpolated from MAP.,NAD83,886.06,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,041,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03220000,Mill Creek near Bellepoint OH,Stream,,05060001,178,sq mi,178,sq mi,40.24839457000000,-83.1738026000000,,1,seconds,Interpolated from MAP.,NAD83,864.24,feet,.05,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,041,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03221000,Scioto River below O'Shaughnessy Dam nr Dublin OH,Stream,,05060001,980,sq mi,980,sq mi,40.14339564000000,-83.1204664000000,,1,seconds,Interpolated from MAP.,NAD83,773.88,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,041,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03223000,Olentangy River at Claridon OH,Stream,,05060001,157,sq mi,157,sq mi,40.58283738000000,-82.9887969000000,,1,seconds,Interpolated from MAP.,NAD83,961.72,feet,.01,feet,Reported method of determination.,NGVD29,US,39,101,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03225500,Olentangy River near Delaware OH,Stream,,05060001,393,sq mi,393,sq mi,40.35506096000000,-83.0671318000000,,1,seconds,Interpolated from MAP.,NAD83,877.67,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,041,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03226890,Turkey Run at Upper Arlington OH,Stream,,05060001,0.90,sq mi,,,40.03617475000000,-83.0682416000000,,1,seconds,Interpolated from MAP.,NAD83,834,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03226900,Fishinger Road Creek at Upper Arlington OH,Stream,,05060001,0.45,sq mi,,,40.02367508000000,-83.0443517000000,,1,seconds,Interpolated from MAP.,NAD83,784,feet,10,feet,Interpolated from topographic map.,NGVD29,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03227050,Norman Ditch at Chambers Circle at Columbus OH,Stream: Ditch,,05060001,0.60,sq mi,,,39.99311980000000,-83.0337955900000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03228500,Big Walnut Creek at Central College OH,Stream,,05060001,190,sq mi,190,sq mi,40.10367450000000,-82.8840675000000,,1,seconds,Interpolated from MAP.,NAD83,814.28,feet,.10,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03228805,Alum Creek at Africa OH,Stream,,05060001,122,sq mi,122.00,sq mi,40.18228495000000,-82.9615711000000,,1,seconds,Interpolated from MAP.,NAD83,822.00,feet,.01,feet,Reported method of determination.,NGVD29,US,39,041,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03228900,Casto Creek at Columbus OH,Stream,,05060001,1.96,sq mi,,,40.08173030000000,-82.9268470000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03229500,Big Walnut Creek at Rees OH,Stream,,05060001,544,sq mi,544,sq mi,39.85673038000000,-82.9571255000000,,1,seconds,Interpolated from MAP.,NAD83,697.62,feet,.07,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03229600,Scioto River below Shadeville OH,Stream,,05060001,2266,sq mi,,,39.79367430000000,-83.0110168000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,129,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230310,Little Darby Creek at West Jefferson OH,Stream,,05060001,162,sq mi,162,sq mi,39.95117290000000,-83.2693600900000,,1,seconds,Interpolated from MAP.,NAD83,878.96,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,097,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230427,Clover Groff Ditch below Alton OH,Stream: Ditch,,05060001,12.2,sq mi,,,39.94444444000000,-83.1761111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230450,Hellbranch Run near Harrisburg OH,Stream,,05060001,35.8,sq mi,35.8,sq mi,39.84783330000000,-83.1573333000000,,.1,seconds,Interpolated from MAP.,NAD83,811.50,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,049,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230500,Big Darby Creek at Darbyville OH,Stream,,05060001,534,sq mi,534,sq mi,39.70061760000000,-83.1101870000000,,1,seconds,Interpolated from MAP.,NAD83,713.17,feet,.07,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,129,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03230900,Deer Creek near Pancoastburg OH,Stream,,05060002,277,sq mi,277.00,sq mi,39.62061740000000,-83.2129682000000,,1,seconds,Interpolated from MAP.,NAD83,767.18,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,129,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03231000,Deer Creek at Williamsport OH,Stream,,05060002,333,sq mi,333,sq mi,39.58589537000000,-83.1226870000000,,1,seconds,Interpolated from MAP.,NAD83,718.02,feet,.01,feet,Level or other surveyed method.,NAVD88,US,39,129,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03231500,Scioto River at Chillicothe OH,Stream,,05060002,3849,sq mi,3849,sq mi,39.34145297000000,-82.9710126000000,,1,seconds,Interpolated from MAP.,NAD83,593.57,feet,.01,feet,Level or other surveyed method.,NAVD88,US,39,141,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03234000,Paint Creek near Bourneville OH,Stream,,05060003,807,sq mi,807,sq mi,39.26367630000000,-83.1668520800000,,1,seconds,Interpolated from MAP.,NAD83,665.07,feet,.11,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,141,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03234500,Scioto River at Higby OH,Stream,,05060002,5131,sq mi,5131,sq mi,39.21228934000000,-82.8637854000000,,1,seconds,Interpolated from MAP.,NAD83,566.01,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,141,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03237100,Scioto River at Lucasville OH,Stream,,05060002,6178,sq mi,,,38.88118460000000,-83.0173982000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,145,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03237280,Upper Twin Creek at McGaw OH,Stream,,05090201,12.2,sq mi,12.20,sq mi,38.64368745000000,-83.2157364800000,,1,seconds,Interpolated from MAP.,NAD83,541.88,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,145,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03240000,Little Miami River near Oldtown OH,Stream,,05090202,129,sq mi,129,sq mi,39.74839296000000,-83.9313196000000,,1,seconds,Interpolated from MAP.,NAD83,816.08,feet,.10,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,057,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03241500,Massies Creek at Wilberforce OH,Stream,,05090202,63.2,sq mi,63.2,sq mi,39.72238889000000,-83.8823056000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,865.03,feet,.10,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,057,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03242050,Little Miami River near Spring Valley OH,Stream,,05090202,366,sq mi,366.00,sq mi,39.58339358000000,-84.0302110000000,,1,seconds,Interpolated from MAP.,NAD83,729.29,feet,.01,feet,Level or other surveyed method.,NGVD29,US,39,057,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03242300,Caesar Creek at Harveysburg OH,Stream,,05090202,209,sq mi,209.00,sq mi,39.50756077000000,-84.0115989000000,,1,seconds,Interpolated from MAP.,NAD83,781.83,feet,.01,feet,Level or other surveyed method.,NGVD29,US,39,165,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03245300,Little Miami River at Miamiville OH,Stream,,05090202,1189,sq mi,,,39.21061480000000,-84.2924377000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,061,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03245500,Little Miami River at Milford OH,Stream,,05090202,1203,sq mi,1203,sq mi,39.17144887000000,-84.2979933000000,,1,seconds,Interpolated from MAP.,NAD83,493.63,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,025,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03246400,East Fork Little Miami River near Williamsburg OH,Stream,,05090202,234,sq mi,,,39.05895330000000,-84.0513219000000,,1,seconds,Interpolated from MAP.,NAD83,794,feet,5,feet,Interpolated from topographic map.,NAVD88,US,39,025,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03246500,East Fork Little Miami River at Williamsburg OH,Stream,,05090202,237,sq mi,,,39.05256455000000,-84.0504885000000,,1,seconds,Interpolated from MAP.,NAD83,783.27,feet,.10,feet,Level or other surveyed method.,NAVD88,US,39,025,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03247500,East Fork Little Miami River at Perintown OH,Stream,,05090202,476,sq mi,476,sq mi,39.13700548000000,-84.2379918000000,,1,seconds,Interpolated from MAP.,NAD83,506.46,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,025,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03259000,Mill Creek at Carthage OH,Stream,,05090203,115,sq mi,115,sq mi,39.20197220000000,-84.4712778000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,505.61,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,39,061,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03261500,Great Miami River at Sidney OH,Stream,,05080001,541,sq mi,541,sq mi,40.28699420000000,-84.1499430000000,,1,seconds,Interpolated from MAP.,NAD83,923.68,feet,.09,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,149,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03263110,G Miami R nr Taylorsville Dam at Taylorsville OH,Stream,,05080001,1149,sq mi,,,39.86672400000000,-84.1671626900000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,39,113,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03266000,Stillwater River at Englewood OH,Stream,,05080001,650,sq mi,650,sq mi,39.87033349000000,-84.2860557000000,,1,seconds,Interpolated from MAP.,NAD83,771.20,feet,.09,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,113,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03267900,Mad River at St Paris Pike at Eagle City OH,Stream,,05080001,310,sq mi,310.00,sq mi,39.96422650000000,-83.8315962000000,,1,seconds,Interpolated from MAP.,NAD83,903.93,feet,.09,feet,Differentially corrected Global Positioning System.,NAVD88,US,39,023,,,,,,,,,,NWIS
USGS-OH,USGS Ohio Water Science Center,USGS-03268000,Buck Creek at New Moorefield OH,Stream,,05080001,65.3,sq mi,,,39.99200460000000,-83.7146488000000,,1,seconds,Interpolated from MAP.,NAD83,1005.44,feet,.01,feet,Level or other surveyed method.,NGVD29,US,39,023,,,,,,,,,,NWIS
